area	bedrooms	bathrooms	floor	age	distance_to_metro	school_proximity	price
1223.852148	3	2	23	27	0.35	4.65	120.5055686
941.2252889	2	4	20	6	7.25	1.44	102.6022464
1479.289325	2	3	11	11	12.9	3.22	132.0534657
1357.394154	3	3	9	3	13.45	3.27	123.848516
1558.077288	1	4	1	9	14.35	7.03	124.6491914
1454.068721	3	3	27	5	13.21	1.23	120.2882448
1619.821086	1	1	8	24	8.74	8.31	122.4098539
985.9059154	5	2	1	29	6.72	7.63	105.3795815
1726.957626	5	4	22	21	11.65	1.94	159.5636
1279.039842	3	4	23	13	11.12	7.22	114.6409441
2030.104349	5	1	29	2	8.12	6.72	205.1849636
924.3248728	4	2	21	16	1.4	7.51	97.62300023
1894.385521	2	1	13	10	13.9	1.97	159.8164393
1279.164313	2	2	10	9	6.89	1.66	124.5943326
939.4327986	1	1	22	25	5.51	2.44	75.44910804
1006.445666	5	3	10	28	9.48	3.72	107.9762156
1071.861077	1	1	16	20	10.14	7.96	90.10689677
1369.666379	2	4	3	9	3.24	7.41	141.2930242
1409.134195	2	4	12	9	12.57	9.26	132.8925508
970.5199984	5	4	6	2	4.42	0.68	101.9664373
1190.258163	4	1	15	23	2.88	0.21	106.3774437
2056.908143	4	4	0	25	6.16	7.02	180.8998705
1891.017268	5	4	12	14	10.99	2.86	172.8458336
1374.529468	5	3	0	16	14.49	3.41	123.6453373
1215.201391	1	3	10	26	12.16	5.51	103.1117481
1248.012531	5	2	5	17	14.11	1.11	120.5901446
1445.407189	4	2	19	18	2.2	6.46	138.4560558
790.8829739	5	2	2	18	1.16	3.32	93.96701313
1097.049385	1	1	11	11	8.41	6.36	86.08257442
532.5663704	1	2	4	23	4.43	8.36	42.68197334
1359.689249	1	1	8	4	12.44	1.79	127.2910367
1458.878376	1	1	25	23	10.11	9.32	90.98004448
1006.725415	3	2	25	26	14.56	5.35	94.53051373
1829.594705	5	2	11	15	3.9	9.24	195.7323472
709.6937348	2	1	29	29	7.34	2.16	72.40792943
614.2500479	5	3	29	14	7.57	6.09	67.28467107
1289.780727	3	4	27	14	3.66	4.1	125.6451455
1618.839321	1	4	26	26	8.89	7.76	141.9641357
1873.571077	3	4	9	5	6.7	6.1	173.9791293
1016.446295	4	3	18	11	6.76	5	102.6436007
1631.472333	4	1	4	1	5.5	9.14	153.0959832
1184.596612	5	2	25	26	0.35	3.83	113.0652207
1130.94908	5	1	4	19	7.88	2.28	111.3933453
1553.463975	2	1	8	8	5.1	6.12	125.1989612
1460.929151	2	2	26	3	0.12	6.28	148.4310712
569.4431372	4	3	27	4	4.69	4.45	69.92413853
1790.61614	1	4	25	20	4.25	4.92	156.7283184
1752.036542	3	4	26	25	5.96	9.6	150.3865099
949.7749194	2	1	19	7	2.06	7.35	95.95050033
1358.321413	2	3	16	21	7.66	1.19	130.2450538
1397.612075	1	4	9	9	10.42	2.2	127.9099521
1304.269506	1	3	20	6	9.49	9.76	104.1424115
979.8779385	5	2	0	21	12.08	7.29	87.93061286
931.3506528	3	1	21	13	6.83	9.16	109.0830544
1189.778372	1	1	27	29	7.83	3.11	101.2834105
1669.091608	2	3	15	29	12.17	7.44	130.4927491
1417.440062	2	4	25	4	6.47	7.17	129.1535969
1051.754267	4	3	25	15	10.55	3.02	91.17491274
1508.679484	1	2	14	14	6.58	5.55	138.640693
300	5	4	22	4	6.32	6.31	54.25896712
1659.50628	3	4	16	2	11.43	4.86	166.6938556
504.1144885	5	3	25	22	2.71	8.29	76.71980709
1055.023623	2	2	19	28	5.14	8.35	102.0819114
752.1320421	5	4	24	9	3.44	8.52	104.3149539
682.1274097	2	1	12	4	5.45	8.05	65.49177168
1664.330715	2	2	0	22	3.53	4.93	145.1255334
1012.919519	2	4	24	14	8.73	3.88	97.69891743
1338.601553	2	3	7	17	11.99	8.33	108.8486643
1181.231768	2	4	4	24	11.82	4.95	85.12236453
1390.816331	4	1	5	7	5.53	2.54	115.5472373
1230.728756	5	2	22	20	14.83	5.12	120.1545932
686.8031103	4	4	19	1	8.95	1.5	87.69502855
1598.506728	4	1	29	21	6.05	6.95	152.16093
1002.497367	1	4	13	7	12.55	3.43	87.10040036
577.3672405	1	4	21	22	10.98	2.68	51.85788359
1028.753936	1	2	22	7	11.26	9.57	92.92760391
1800.303916	3	3	10	3	3.02	7.79	187.2216957
1540.088697	1	3	5	29	7.08	7.89	119.7373032
1060.539146	5	1	10	18	12.94	6.27	88.29832427
1060.296918	4	1	12	22	7.61	8.41	108.0938349
1071.34598	5	1	11	17	10.28	7.62	98.9048197
2030.699193	1	2	21	29	8.86	6.03	153.6475442
1352.774181	3	3	1	20	12.65	9.62	110.3480009
1372.016659	3	1	20	28	4.34	2	114.7669934
1612.113382	4	1	2	22	8.67	9.44	145.7505247
1295.515664	5	4	22	0	1.94	4.07	136.6749594
1096.383142	2	4	3	19	10.38	5.33	99.51116291
1121.46006	5	1	16	14	11.01	1.32	113.9458929
1171.359496	1	4	27	17	0.74	5.45	105.9753065
1185.111105	2	4	27	21	10.17	6.15	120.0562129
1491.051817	3	4	21	11	6.28	9.98	149.2474879
1220.778354	4	2	5	0	1.95	9.75	123.9769786
1493.056031	4	1	6	6	6.36	9.67	138.0150185
1167.713368	3	1	14	18	2.99	3.55	119.9319747
1231.454076	1	4	10	27	6.29	9.91	102.340597
400.7197262	3	2	23	0	5.83	4.61	71.38935948
1566.53107	1	4	2	23	11.1	8.53	131.3405826
1338.59539	2	2	29	6	11.64	2.24	121.856464
1599.204044	3	1	5	1	9.14	5.11	147.8230898
300	1	4	25	6	0.44	9.66	76.23296645
2035.349882	2	1	1	18	13.97	9.48	147.2953603
1144.164149	3	2	28	12	10.32	6.87	92.70877141
1643.273127	4	3	13	24	0.61	8	153.9154195
784.0376291	3	2	8	23	12.3	1.85	85.02989365
1445.109562	5	3	17	4	3.08	7.24	128.481898
778.6337747	3	1	18	22	8.73	6.22	49.79980664
950.4924157	5	1	11	18	7.05	1.01	96.77411343
1965.612542	2	4	12	0	6.36	1.22	206.8426004
1123.72704	3	3	25	0	13.36	1.17	112.18457
1286.973149	2	2	11	26	6.62	7.27	95.5736623
1548.027092	2	1	11	17	1.22	1.5	148.8986518
1398.272755	1	3	17	23	14.2	4.73	125.1571181
1260.167562	2	2	8	0	13.82	3.63	105.9385066
1345.984401	2	3	16	26	10.3	5.55	116.4228077
2161.366234	3	2	20	27	7.07	7.09	182.8208726
1176.952481	3	2	15	4	1.48	6.88	126.5988522
1280.439619	4	2	16	8	11.88	5.2	116.4295962
1620.261758	1	2	20	11	1.22	4.7	151.1832507
1642.210373	2	3	23	8	1.12	4.04	165.1855104
1674.812122	1	3	7	17	8.11	8.63	144.9919636
1455.492089	5	4	10	22	2.49	3.38	135.5239607
742.7980349	2	3	23	10	0.22	2.67	71.68520627
1853.372613	1	3	1	0	6.4	7.46	156.7294833
741.4618428	4	4	7	18	2.14	3.66	94.49582151
1321.054186	4	3	11	21	2.49	8.49	134.9963309
898.28966	2	2	20	24	1.25	3.35	76.142304
1174.344661	5	1	0	9	3.16	7.05	126.2579459
1331.504964	4	1	22	1	10.76	0.55	140.1256883
1328.542886	4	4	12	6	12.15	3.92	139.2474396
1368.768302	5	3	21	19	6.84	3.5	133.3951485
1845.484508	1	3	20	1	7.65	8.19	156.7225527
1381.413721	4	4	16	18	0.59	9.67	127.0934164
1102.337346	3	1	13	5	1.13	4.66	131.0062273
1585.634867	4	2	13	9	3.94	8.27	156.7470847
1675.788196	1	3	15	8	8.2	7.03	127.4767177
708.9568739	1	4	16	7	11.12	9.68	76.39501123
1438.960028	2	2	5	25	9.11	8.13	122.7662878
1480.469097	3	4	25	29	5.94	0.87	150.0564735
1080.974599	1	4	27	10	1.86	7.16	99.9319126
1750.282725	5	4	6	8	11.73	5.4	165.4363622
1139.977765	3	1	25	19	5.52	0.26	99.73975066
1250.230581	3	1	25	27	11.07	2.59	125.3342619
1130.77127	5	4	0	19	7.74	9.23	111.2797957
1206.231619	4	3	24	8	11.11	9.27	106.1984114
761.4899652	5	2	14	7	13.62	8.01	74.19766668
623.979647	5	3	19	27	13.82	9.82	57.72677942
1837.802025	4	1	20	14	8.07	8.08	177.4356993
861.2154607	4	2	17	1	7.72	0.2	102.7416283
803.4430602	4	4	29	23	4.06	2.95	104.8789518
338.6439546	4	3	27	0	14.04	0.4	56.77655642
944.4153009	4	3	25	8	6.92	1.03	104.622867
670.7640826	5	4	12	8	2	2.27	87.02000124
1856.806064	2	3	23	12	6.55	5.09	180.5527699
1603.926836	2	1	29	7	1.99	8.49	153.543763
924.7398619	1	4	1	26	7.59	8.63	87.78667073
2100.974322	2	3	18	20	8.46	6.2	186.2175887
1592.706195	2	4	14	4	5.13	9.29	141.7273505
1070.067447	5	2	11	28	1.17	5.05	114.8114684
300	4	4	14	2	14.16	8.9	56.75663166
2116.377029	4	3	24	20	11.62	4.6	195.1295309
644.1710133	5	1	17	3	12.6	2.84	77.20759612
541.8405012	2	4	13	16	5.57	9.17	78.07710833
1609.028173	5	4	5	15	11.44	3.94	161.6720275
2175.900963	1	3	11	15	7.33	5.08	195.931997
1753.709127	4	1	19	24	3.1	3.36	161.8901805
1425.563648	3	1	22	25	1.95	6.66	123.1604815
1437.901737	1	2	29	29	5.24	9.95	121.9759688
1541.366224	1	2	29	19	2.15	0.35	144.2844825
1503.571436	5	3	5	2	14.97	9.01	146.5783572
1312.47657	2	1	25	5	0.83	0.14	120.9287965
1241.680442	4	1	29	0	6.67	3.71	136.4720472
1174.962749	3	2	8	20	6.84	1.77	102.4384052
898.4141645	1	2	29	15	4.58	7.6	86.57069745
1087.729969	3	3	24	14	8.61	0.6	97.23654062
522.8172743	2	1	25	6	2.33	5.58	51.09491375
1160.664149	2	4	3	1	11.78	3.02	115.7220361
804.5635571	3	2	16	9	5.05	1.42	94.4587405
758.5642731	4	3	1	24	8.91	7.74	77.96801766
1271.95766	2	1	15	27	10.76	2.25	96.27301048
1756.800915	3	1	23	14	13.35	2.31	159.8081764
1567.326642	1	2	13	5	12.55	2.82	132.958379
571.7997586	3	3	25	1	9.16	5.91	70.45773279
804.1487454	3	4	7	23	5.89	6.63	80.88475975
1576.308475	5	2	13	23	7.6	0.27	144.0415493
807.0050426	2	3	1	16	11.55	2.49	85.9751702
1110.14674	4	1	15	27	13.18	4.37	87.57258598
1420.02084	4	4	3	0	1.65	3.39	172.8837894
812.6622181	5	3	0	0	5.83	8.85	91.68715603
1242.150202	4	4	22	27	11.66	7.9	115.7893383
666.389802	3	3	19	3	6.53	6.3	78.63066253
959.4529424	5	3	26	19	5.05	3.45	106.3100349
1327.912774	1	3	13	15	6.23	7.04	121.4442519
562.8025066	2	3	7	7	9.08	8.45	65.76605799
1376.189895	2	4	24	0	15	5.99	129.6628357
1192.14488	2	2	27	25	7.45	7.87	87.99674132
1420.995982	3	4	24	18	3.21	7.52	125.0986326
1289.565654	1	3	2	10	2.53	5.76	107.2065706
1745.656172	5	4	4	16	0.73	3.19	177.7836374
1250.089801	5	4	5	24	8.43	7.48	145.0606163
1028.237784	2	4	21	9	8.21	2.15	102.6952848
1248.919001	1	3	25	11	3.16	7.82	134.3746815
1417.319212	1	4	7	8	10.46	8.07	122.0434951
1219.544028	1	1	5	6	11.14	8.24	99.20340543
1216.236676	4	3	5	28	3.96	4.78	124.6806541
919.2033249	4	4	3	11	5.23	2.01	104.2420728
934.839633	2	1	6	14	14.86	1.09	79.35605947
638.9578913	1	4	29	7	5.68	7.46	49.80412569
1899.830697	1	2	29	16	11.44	8.87	140.2713486
702.4547058	5	4	23	4	6.85	6.54	75.92623193
922.8379209	5	4	18	13	11.92	1.53	111.0514322
912.6370938	2	2	6	1	11.56	9.36	68.51753143
1557.969751	1	3	2	15	10.05	9.89	140.2823007
1082.020129	2	2	7	28	12.84	4.39	88.20183533
1699.096829	5	3	0	16	14.09	5.99	164.8218463
930.6037503	5	2	0	2	8.74	7.79	96.26174369
1311.597665	4	4	13	22	3.64	7.39	119.413096
865.8611787	2	4	5	0	6.04	9.68	87.79965868
2058.059651	2	3	9	26	11.4	1.24	181.6146116
724.9606324	1	3	24	17	9.8	5.85	83.20736741
1323.928284	1	1	27	17	2.75	6.95	116.6379132
1453.510752	4	1	13	3	0.86	8.91	131.4641903
1365.519639	3	4	3	14	10.28	8.75	115.186588
1125.884936	3	4	5	27	3.84	9.78	91.25554078
1148.07172	3	1	15	18	7.55	5.17	101.35804
1217.524589	2	1	27	18	11.23	8.32	93.49760012
1141.199199	2	3	20	9	8.48	4.33	105.7898294
1585.551647	5	2	27	4	1.34	4.28	155.0779223
2084.209201	2	3	0	18	2.87	2.61	174.4686951
977.003286	2	1	5	10	3.37	8.2	91.49741701
652.0788082	2	4	8	6	3.94	9.86	78.39441347
1164.687181	4	1	14	4	8.52	2.64	104.9905738
2231.883735	2	4	11	19	7.61	0.66	201.1278491
878.5301728	1	4	2	11	3.13	8.17	95.95810929
1855.646722	1	4	10	18	1.11	6.24	141.82001
1871.080326	5	4	14	14	2.65	9.6	199.583245
978.5647033	4	2	2	11	14.77	2.6	101.0032194
1427.593232	1	1	13	3	7.08	0.8	136.1327489
1851.358649	4	3	1	29	13.02	4.98	147.7918749
1048.348904	4	4	28	11	12.75	0.95	117.1794028
1118.567856	5	4	3	17	7.72	2.69	130.5901909
967.3276344	4	3	25	16	10.63	1.35	93.03474498
794.0973077	2	3	18	18	2.97	2.32	90.9065299
940.288982	4	4	11	15	10.36	1.15	99.98952233
710.4238933	5	3	1	10	4.16	9.54	82.03483351
1213.633387	5	3	16	1	12.5	2.86	126.3381961
892.0107076	5	2	2	15	1.35	4.49	106.3315864
1293.514365	1	3	9	0	11.62	9	108.3111189
577.6417415	2	1	15	16	1.59	6.81	50.93747796
1332.352093	1	1	21	17	13.23	6.22	104.1657081
1533.411585	3	1	8	28	4.63	7.09	136.0427117
402.505743	2	4	10	28	9.85	8.31	38.19267061
1349.622628	4	1	20	24	7.36	8.79	101.9302649
1691.067597	5	2	14	28	5.56	6.46	149.5994933
716.1435925	3	1	2	12	9.72	8.91	57.05858679
1869.028955	2	4	15	4	14.22	5.4	180.4493
1367.607604	1	2	29	24	0.71	2.85	121.455549
917.9952577	5	1	20	23	13.79	8.81	78.54133879
1177.692369	1	2	20	28	9.18	5.46	85.24420698
1423.330765	2	2	20	26	12.13	9.07	108.8059021
1230.402157	2	4	27	5	5.82	0.5	133.0635067
1415.502397	3	4	11	0	7.13	4.04	125.1531531
831.7305628	4	2	22	9	13.05	9.48	82.09609824
1267.74433	1	1	4	4	6.28	2.57	107.7815908
634.5142012	3	4	6	27	8.07	9.42	66.34783729
1155.509575	5	2	8	0	0.4	9.54	138.3197807
838.4369434	4	3	20	22	2.46	8.83	83.10375397
905.788023	3	3	17	25	9.66	5.68	69.13502184
1694.43727	1	4	20	29	10.78	6.5	131.8749722
1636.524048	2	1	7	10	8.78	8.71	149.2886056
1443.655248	5	3	11	23	2.24	7.78	152.4369924
763.0748941	1	3	19	23	6.74	6.34	61.60976331
1073.43662	4	3	1	6	5.39	9.82	106.2025384
1685.23908	4	1	9	17	7.49	6.89	144.2256316
1256.686765	2	1	18	20	13.07	9.76	82.06668586
2127.731816	2	4	8	19	11.66	0.67	191.0382856
1357.327136	5	4	24	20	1.35	1.48	157.4563344
1276.819647	5	3	23	9	13.37	4.57	123.074196
1076.353414	2	1	7	24	7.13	3.91	85.41745915
1253.416362	2	2	23	14	11.18	7.85	97.59457099
1139.012065	4	3	23	3	2.19	1.69	125.1373111
1483.243471	2	4	23	15	10.09	9.76	120.891742
1582.680927	3	1	0	14	3.62	3.22	144.142435
885.6042158	1	4	5	14	6.63	4.35	92.27630079
667.5068186	2	4	11	11	0.35	2.82	89.05813372
465.5178508	5	1	24	7	2.36	5.84	60.85052062
1403.196531	3	3	23	7	1.47	0.68	146.9658196
758.6533575	5	1	18	17	3.67	1.58	95.9857795
338.8437628	3	3	26	29	1.59	7.48	34.31761794
1355.431442	2	4	16	5	10.41	1.95	130.2966851
2197.199807	1	1	1	4	0.53	2.43	206.3324431
1197.571635	5	2	10	1	9.3	7.95	121.3368302
1535.39631	3	3	17	11	2.2	1.02	132.696682
1232.731743	4	2	22	25	14.18	4.43	81.38623571
1160.444139	2	3	27	3	14	0.33	111.3796585
1567.630593	1	1	21	22	3.46	3.53	131.4996132
1083.890182	2	2	10	12	9.25	7.02	96.87256274
1306.956926	4	1	17	16	0.52	0.99	138.0334288
1328.679122	1	3	7	15	13.98	8.89	89.11179647
932.7638185	4	3	14	8	7.89	9.1	89.80498595
1596.81694	2	3	8	25	0.74	1.14	151.6759896
1130.016097	3	3	14	27	5.2	9.91	109.0919252
897.7019362	2	4	6	0	1.25	3.05	102.3073026
1414.603937	2	3	19	14	5.95	0.93	117.9615401
840.6128073	2	2	12	11	10.08	0.15	83.93266249
1211.272463	5	3	12	4	7.1	4.14	132.5811387
1196.352401	4	1	0	22	5.82	6.34	100.0697058
1634.358226	4	4	19	23	1.88	3.39	141.4443172
1389.879293	4	2	3	17	3.75	8.38	138.1988604
1189.989217	5	4	23	19	1.59	7.19	123.8646132
1527.10652	3	4	3	1	12.13	3.57	148.1235012
1756.08302	2	4	3	3	2.12	7.37	169.0422375
1423.124123	3	1	12	14	8.97	9.41	110.0886447
1204.141048	5	4	1	5	5.21	1.02	142.9419241
675.2655071	4	4	27	21	3.47	3.13	75.25536415
773.9545348	2	3	25	11	9.63	4.69	60.15454096
1077.910118	1	1	22	28	6.91	5.03	66.68202471
956.1951191	1	2	14	17	6.06	5.47	82.31524082
1125.211479	3	2	3	26	8.93	3.08	115.7779415
1222.65997	4	2	26	19	7.42	6.71	115.4510152
1411.877102	1	1	5	3	4.62	6.49	141.5457527
1171.800489	3	2	2	29	8.43	5.82	114.9602573
1394.600658	5	1	6	0	10.08	1.23	146.6509116
1225.789766	3	3	5	14	0.5	4.82	141.3520943
409.8133735	3	3	2	29	7.04	3.63	60.54678975
824.2658425	3	1	3	17	0.96	4.96	97.10822724
1142.364978	2	2	9	13	2.88	9.23	86.20589803
716.1221029	3	1	29	2	8.45	4.86	72.89432975
1439.971492	3	1	20	28	13.01	0.24	111.4567522
1812.300333	2	4	8	14	13.25	4.44	167.2433311
1687.504741	2	1	29	26	1.14	8.22	138.9838744
1114.622852	5	4	5	4	6.34	7.82	142.8289278
1796.290455	4	3	28	26	8.79	5.18	161.0268597
1259.466983	1	4	19	23	2.29	2.57	116.1738373
1065.165612	1	1	26	21	11.5	4.7	76.36677226
954.6389346	3	3	10	2	11.19	5.68	94.55296675
1079.012125	5	4	6	21	13.56	10	106.2364172
1044.729273	3	1	17	6	0.23	6.48	107.4575575
1268.166489	1	3	3	5	3.33	6.97	113.7326194
1264.229592	2	4	4	25	12.43	4.97	102.6901077
1201.218408	4	1	3	21	10.09	3.61	126.8116704
1374.775268	5	1	3	0	13.43	8.15	150.3211385
1676.25851	2	2	26	18	0.95	5	146.2527059
1579.821654	4	2	12	6	8.99	9.95	154.1274353
606.0408126	5	4	15	3	8.58	4.63	76.70517622
300	5	4	24	11	0.63	0.77	65.85970654
1573.727964	1	4	13	19	7.75	6.86	122.735097
653.2485206	2	1	10	22	9.18	0.56	67.99421977
1110.093839	5	4	28	24	2.95	2.58	128.0487374
731.9547896	5	1	1	29	4.17	3.6	85.92685613
479.207825	4	4	21	26	9.64	7.42	63.71519999
1416.585091	1	1	13	28	7.08	4.99	101.1427039
1503.662064	3	1	23	28	12.88	0.38	120.2887861
969.3958397	1	2	23	17	5.2	6.21	88.29599081
300	3	3	26	8	4.07	4.17	47.32432881
981.5022207	2	1	6	18	14.77	9.23	73.106429
1356.721602	2	4	25	21	13.68	5.05	106.5845056
608.4353725	5	2	10	3	0.53	7.12	100.1401377
1273.343968	2	4	3	0	11.58	2.27	132.5408248
1193.87606	5	4	6	8	1.74	7.63	147.6888643
1431.7166	1	1	28	26	0.51	7.24	124.7245327
1247.832147	2	1	15	14	4.18	9.05	97.63181294
810.7724236	1	3	25	21	4.11	0.43	73.29052349
1678.628601	1	1	5	7	12.31	4.53	128.3769632
1136.588171	2	1	26	14	10.69	6.82	91.07030476
1189.078184	1	3	5	14	14.73	1.04	109.1958917
826.6928164	2	4	1	17	10.7	4.16	63.73981698
1022.6871	2	3	23	6	6.33	9.43	91.8385737
846.0789144	2	3	7	21	10.51	4.42	71.09345306
1130.821576	3	3	29	17	14.99	9.86	81.94955945
1884.683392	1	2	26	15	10.68	0.66	157.9782539
651.2395428	4	4	6	1	11.45	7.21	75.67137023
554.5754408	2	2	26	3	14.08	5.85	63.40820352
1788.468131	1	2	24	19	1.79	5.06	150.6302165
1116.270529	5	1	23	15	10.6	9.71	108.9030639
932.3709045	2	3	13	2	12.78	1.38	92.29952605
1615.961875	2	3	8	23	14.32	8.97	102.6018246
957.7537841	4	2	14	29	3.24	6.94	79.3288468
1930.403885	3	1	24	22	7.61	2.66	169.0077155
1471.170349	3	1	21	1	10.24	9.03	134.061246
1004.835437	2	1	17	2	3.79	4.35	98.67213639
2062.923285	1	4	11	25	9.05	8.16	180.4471959
957.7140308	5	2	22	24	3.94	3.95	107.8288699
1496.838149	5	4	18	28	5.07	8.52	160.550007
1319.717032	1	1	12	4	6.68	6.4	88.8446911
1720.696516	2	1	6	1	7.98	1.5	171.7212015
1824.604479	5	1	24	18	6.8	6.53	160.5128286
1212.80166	3	3	9	23	7.45	1.99	114.2407691
898.6328519	1	2	29	19	4.55	4.18	91.45434719
1383.988857	4	3	9	29	2.47	1.79	114.6754596
928.9138521	2	4	1	1	0.81	0.32	107.0517708
2005.354899	1	3	13	1	3.02	2.2	193.6325455
1254.614132	5	2	12	21	8.77	5.41	114.8466327
1053.871379	2	3	21	23	11.81	4.87	97.87911777
1273.872122	3	1	28	22	2.62	5.06	123.481587
661.1494842	2	4	5	19	1.72	2.55	77.97962748
811.3543846	2	4	8	17	11.26	6.88	80.38134686
1680.165563	3	1	12	24	4.65	7.07	157.1235781
937.2422884	3	1	8	19	14.28	3.64	84.45639277
781.2356069	2	1	12	24	10.74	8.82	67.84613718
1414.661101	3	2	4	20	4.97	6.48	119.2119507
1674.281662	1	3	13	13	4.41	7.16	151.242471
1487.581324	3	4	4	27	7.9	2.85	140.6401558
1598.419074	3	3	8	14	1.28	0.11	169.4884588
897.2819646	2	1	7	11	1.85	8.67	73.5466008
631.2757333	1	1	6	10	2.72	8.24	69.38216162
1800.533461	4	3	7	10	11.64	1.32	159.2270374
1070.928064	4	4	21	29	7.76	3.8	129.2286781
1099.666793	5	2	2	6	0.26	6.65	116.4566238
1731.277657	3	3	22	11	10.14	6.56	142.9184746
1422.492004	3	1	23	15	6.41	8.62	121.8063087
1382.355109	1	1	14	4	7.71	1.49	131.6280576
2066.000938	4	2	7	1	3.29	4.36	201.8945518
942.5927078	5	3	0	21	8.32	1.06	119.8704351
1571.136051	1	2	6	15	14.69	3.96	120.3899184
1222.80525	3	2	18	22	1.19	0.25	116.2967505
1307.436912	4	4	1	29	4.33	8.99	117.362398
1811.387371	5	4	13	14	3.72	5.32	175.9279173
1403.134303	2	1	17	10	3.8	8.51	109.9106017
1415.318432	4	3	29	28	5.74	0.69	129.2972609
1629.002935	5	4	14	5	12.29	2.35	151.0874089
1054.018908	1	1	13	12	13.7	2.67	89.93521305
864.3161331	2	3	23	29	3.11	3.93	96.57123584
782.0763224	5	1	24	18	8.19	8.05	82.51450234
413.4573642	5	4	18	9	9.59	3.93	59.18559366
2022.482852	3	1	29	23	7.88	2.13	179.5813864
758.7166537	4	3	18	18	6.57	0.74	86.82873546
1111.498551	3	3	21	29	2.96	0.89	119.3043613
1089.27468	2	1	26	4	7.37	7.62	88.74769576
1322.962679	5	3	25	24	6.08	4.5	123.1809854
1526.294885	3	1	16	26	11.95	7.29	129.193182
1544.189395	4	3	21	20	11.48	6.85	138.0764828
966.7690246	2	1	27	6	2.1	1.44	107.938289
1133.151314	1	1	18	10	1.42	1.51	97.15486422
1313.03198	3	1	26	13	13.63	7.58	113.4590851
1100.52355	2	2	15	22	8.08	7.24	98.01875675
1842.93823	1	3	19	20	12.88	3.84	132.5358462
1396.389981	3	4	24	15	0.97	0.87	144.3169869
1493.951114	2	1	18	17	7.95	0.22	109.1381709
1465.152507	2	2	0	20	8.14	2.95	140.7827345
1669.389543	3	4	18	22	12.92	0.19	135.7191491
1272.408623	2	1	6	22	1.55	2.38	113.1397661
681.2672208	5	4	28	3	3.68	4.25	97.1363629
1359.875181	3	2	22	0	6.16	1.3	126.7366639
939.4572425	2	4	10	21	13	1.13	103.6446262
988.5533273	1	1	4	28	14.09	8.97	57.08331795
1434.545608	1	4	29	14	14.89	5.9	114.4777168
1695.313229	5	4	16	13	14.39	9.35	149.4820752
1208.508631	3	1	10	18	0.19	3.52	110.6567743
1323.533205	2	2	23	26	0.81	6.8	116.3808441
1880.885978	2	2	25	4	2.3	2.13	182.0374302
1296.301272	1	4	7	3	5.3	6.22	124.4694133
2240.673246	5	3	9	12	12.47	1.38	198.6005727
1426.203858	1	4	11	17	13.4	0.12	121.3573907
495.6948963	1	3	9	11	2.88	9.32	38.57353892
1501.336648	5	4	12	22	9.33	5.59	157.2715451
1352.463354	3	2	25	29	13.77	9.28	100.6894274
1715.901102	2	4	17	20	7.01	3.4	148.61547
1469.272541	3	4	9	14	1.64	3.35	128.4323146
1144.617606	4	3	18	29	6.92	4.07	104.4424375
710.2807055	4	2	19	22	5.7	7.09	91.13367857
1116.390697	4	3	16	8	8.71	5.7	120.4144667
859.7918183	5	4	19	3	6.64	9.26	114.9973167
967.7906201	1	1	15	4	0.36	0.35	98.87735756
1435.431362	3	4	4	8	14.91	7.11	103.0529371
1867.961802	2	4	2	12	8.2	3.37	168.5969649
1357.868612	4	3	29	9	7.16	1.88	140.0456187
721.6467752	3	1	26	26	14.32	5.15	65.38413343
1377.841067	4	1	14	15	2.42	5.1	133.3758823
1678.652595	4	3	25	29	2.92	1.46	151.4022975
956.0868383	2	2	1	12	12.14	2.1	84.24694207
1146.393133	5	1	12	3	3.99	4.14	121.688848
1205.875278	1	1	21	20	12.01	4.15	96.97446793
886.0406748	5	3	7	12	4.15	3.24	105.3415488
1459.312174	3	2	22	20	0.59	1.57	130.879585
1151.620741	5	2	26	7	7.8	0.14	130.8266574
1367.812978	3	4	29	12	3.03	9.71	126.6324632
845.0031289	3	4	16	14	11.39	9.44	78.22028386
1025.01668	1	3	3	19	9.65	4.89	81.37015399
1488.952543	2	2	18	19	13.86	9.95	118.3964331
1050.866739	1	3	21	12	11.77	6.77	73.81651023
1890.78554	5	4	24	22	2.79	0.78	188.6119257
1040.145526	3	3	8	26	12.02	1.27	104.5760327
1289.87389	4	3	22	4	9.66	9.17	127.2196254
1573.036333	4	1	14	21	10.07	6.34	129.5126104
632.6537068	3	1	27	21	12.5	8.45	47.69578186
495.6764752	1	1	8	27	8.65	8.99	34.53959588
589.7374742	2	4	23	5	7.04	4.53	75.20997295
1705.033641	1	3	20	29	9.59	0.58	153.9700588
979.2567416	3	1	8	25	4.54	1.96	75.56711351
2223.279714	3	1	13	4	2.82	0.76	207.5047548
974.3009605	2	1	22	12	9.29	1.97	89.07400325
1273.820521	5	4	20	28	3.58	4.16	131.6140499
1816.843981	5	4	15	4	1.29	1.27	196.3379142
2002.437155	2	3	23	24	0.11	1.75	178.3676131
2024.601431	5	3	22	12	9.16	4.51	180.3799773
1683.346492	4	3	24	23	5.5	3.47	159.9269786
1609.62501	5	1	25	19	11.31	4.73	151.4065458
1437.01078	5	2	16	22	5.69	4.35	139.1797235
1511.34443	5	4	12	7	7.34	6.48	166.0089799
979.5257135	4	1	8	27	6.17	9.38	85.58008581
872.7204466	5	1	14	8	9.79	1.17	100.7392945
